kurum_id,kurum_adi,kurum_tipi,il_kodu,il_adi,ilce_adi,adres,telefon,koordinat_lat,koordinat_lon,web_sitesi,veri_kaynagi,son_guncelleme
,T.C. Sağlık Bakanlığı Hakkari Devlet Hastanesi,Devlet Hastanesi,0,Hakkari̇,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çukurca Devlet Hastanesi,Devlet Hastanesi,0,Hakkari̇,Çukurca,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C.Sağlık Bakanlığı Derecik Devlet Hastanesi,Devlet Hastanesi,0,Hakkari̇,Dereci̇k,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Reyhanlı Devlet Hastanesi,Devlet Hastanesi,31,Hatay,Reyhanli,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Samandağ Devlet Hastanesi,Devlet Hastanesi,31,Hatay,Samandağ,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kırıkhan Devlet Hastanesi,Devlet Hastanesi,31,Hatay,Kirikhan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Dörtyol Devlet Hastanesi,Devlet Hastanesi,31,Hatay,Dörtyol,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İskenderun Devlet Hastanesi,Devlet Hastanesi,31,Hatay,İskenderun,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Hassa Devlet Hastanesi,Devlet Hastanesi,31,Hatay,Hassa,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Altınözü Devlet Hastanesi,Devlet Hastanesi,31,Hatay,Altinözü,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Erzin Devlet Hastanesi,Devlet Hastanesi,31,Hatay,Erzi̇n,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kumlu İlçe Devlet Hastanesi,Devlet Hastanesi,31,Hatay,Kumlu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Arsuz Devlet Hastanesi,Devlet Hastanesi,31,Hatay,Arsuz,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Yayladağı Devlet Hastanesi,Devlet Hastanesi,31,Hatay,Yayladaği,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Hatay Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,31,Hatay,Antakya,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Iğdır Dr.Nevruz Erez Devlet Hastanesi,Devlet Hastanesi,76,Iğdir,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Tuzluca İlçe Devlet Hastanesi,Devlet Hastanesi,76,Iğdir,Tuzluca,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Aralık İlçe Devlet Hastanesi,Devlet Hastanesi,76,Iğdir,Aralik,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Yalvaç Devlet Hastanesi,Devlet Hastanesi,32,Isparta,Yalvaç,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Şarkikaraağaç Dr. Sadettin Bilgiç Devlet Hastanesi,Devlet Hastanesi,32,Isparta,Şarki̇karaağaç,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Eğirdir Kemik Eklem Hastalıkları Tedavi ve Rehabilitasyon Hastanesi,Devlet Hastanesi,32,Isparta,Eği̇rdi̇r,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Isparta Şehir Hastanesi,Devlet Hastanesi,32,Isparta,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Isparta Şehit Yunus Emre Devlet Hastanesi,Devlet Hastanesi,32,Isparta,Merkez,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gelendost İlçe Devlet Hastanesi,Devlet Hastanesi,32,Isparta,Gelendost,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sütçüler İlçe Devlet Hastanesi,Devlet Hastanesi,32,Isparta,Sütçüler,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Senirkent İlçe Devlet Hastanesi,Devlet Hastanesi,32,Isparta,Seni̇rkent,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Keçiborlu İlçe Devlet Hastanesi,Devlet Hastanesi,32,Isparta,Keçi̇borlu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Uluborlu İlçe Devlet Hastanesi,Devlet Hastanesi,32,Isparta,Uluborlu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Pendik Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,34,İstanbul,Pendi̇k,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Göztepe Prof. Dr. Süleyman Yalçın Şehir Hastanesi,Devlet Hastanesi,34,İstanbul,Kadiköy,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İstanbul Fizik Tedavi ve Rehabilitasyon Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,34,İstanbul,Bahçeli̇evler,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İstanbul Zeynep Kamil Kadın ve Çocuk Hastalıkları Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,34,İstanbul,Üsküdar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İstanbul Haydarpaşa Numune Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,34,İstanbul,Üsküdar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İstanbul Yedikule Göğüs Hastalıkları ve Göğüs Cerrahisi Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,34,İstanbul,Zeyti̇nburnu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Şişli Hamidiye Etfal Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,34,İstanbul,Şi̇şli̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İstanbul Baltalimanı Metin Sabancı Kemik Hastalıkları Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,34,İstanbul,Sariyer,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kartal Dr. Lütfi Kırdar Şehir Hastanesi,Devlet Hastanesi,34,İstanbul,Kartal,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İstanbul Haseki Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,34,İstanbul,Fati̇h,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kartal Koşuyolu Yüksek İhtisas Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,34,İstanbul,Kartal,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gaziosmanpaşa Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,34,İstanbul,Gazi̇osmanpaşa,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bakırköy Dr. Sadi Konuk Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,34,İstanbul,Bakirköy,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İstanbul Prof. Dr. Mazhar Osman Ruh Sağlığı ve Sinir Hastalıkları Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,34,İstanbul,Bakirköy,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İstanbul Dr. Siyami Ersek Göğüs Kalp ve Damar Cerrahisi Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,34,İstanbul,Üsküdar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Beyoğlu Göz Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,34,İstanbul,Beyoğlu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ümraniye Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,34,İstanbul,Ümrani̇ye,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Erenköy Ruh ve Sinir Hastalıkları Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,34,İstanbul,Kadiköy,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İstanbul Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,34,İstanbul,Fati̇h,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İstanbul Prof. Dr. Cemil Taşcıoğlu Şehir Hastanesi,Devlet Hastanesi,34,İstanbul,Şi̇şli̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İstanbul Süreyyapaşa Göğüs Hastalıkları ve Göğüs Cerrahisi Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,34,İstanbul,Maltepe,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İstanbul Fatih Sultan Mehmet Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,34,İstanbul,Ataşehi̇r,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bağcılar Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,34,İstanbul,Bağcilar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İstanbul Mehmet Akif Ersoy Göğüs Kalp ve Damar Cerrahisi Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,34,İstanbul,Küçükçekmece,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İstanbul Kanuni Sultan Süleyman Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,34,İstanbul,Küçükçekmece,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İstanbul Sultan 2. Abdülhamid Han Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,34,İstanbul,Üsküdar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Başakşehir Çam ve Sakura Şehir Hastanesi,Devlet Hastanesi,34,İstanbul,Başakşehi̇r,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sancaktepe Şehit Prof. Dr. İlhan Varank Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,34,İstanbul,Sancaktepe,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Taksim Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,34,İstanbul,Beyoğlu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sultanbeyli Devlet Hastanesi,Devlet Hastanesi,34,İstanbul,Sultanbeyli̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Şile Devlet Hastanesi,Devlet Hastanesi,34,İstanbul,Şi̇le,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çatalca İlyas Çokay Devlet Hastanesi,Devlet Hastanesi,34,İstanbul,Çatalca,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Silivri Devlet Hastanesi,Devlet Hastanesi,34,İstanbul,Si̇li̇vri̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Pendik Devlet Hastanesi,Devlet Hastanesi,34,İstanbul,Pendi̇k,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İstinye Devlet Hastanesi,Devlet Hastanesi,34,İstanbul,Sariyer,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İstanbul Lepra Deri ve Zührevi Hastalıkları Hastanesi,Devlet Hastanesi,34,İstanbul,Bakirköy,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bayrampaşa Devlet Hastanesi,Devlet Hastanesi,34,İstanbul,Bayrampaşa,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İstanbul Ataşehir Ağız ve Diş Sağlığı Hastanesi,Ağız ve Diş Sağlığı Merkezi,34,İstanbul,Ataşehi̇r,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Beylikdüzü Devlet Hastanesi,Devlet Hastanesi,34,İstanbul,Büyükçekmece,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İstanbul Okmeydanı Ağız ve Diş Sağlığı Hastanesi,Ağız ve Diş Sağlığı Merkezi,34,İstanbul,Kağithane,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Erenköy Fizik Tedavi ve Rehabilitasyon Hastanesi,Devlet Hastanesi,34,İstanbul,Kadiköy,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Eyüpsultan Devlet Hastanesi,Devlet Hastanesi,34,İstanbul,Eyüpsultan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Beykoz Devlet Hastanesi,Devlet Hastanesi,34,İstanbul,Beykoz,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Tuzla Devlet Hastanesi,Devlet Hastanesi,34,İstanbul,Tuzla,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Üsküdar Devlet Hastanesi,Devlet Hastanesi,34,İstanbul,Üsküdar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kağıthane Devlet Hastanesi,Devlet Hastanesi,34,İstanbul,Kağithane,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Başakşehir Devlet Hastanesi,Devlet Hastanesi,34,İstanbul,Esenler,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Esenyurt Necmi Kadıoğlu Devlet Hastanesi,Devlet Hastanesi,34,İstanbul,Esenyurt,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C.Sağlık Bakanlığı Tacirler Eğitim Vakfı Sultanbeyli Ağız ve Diş Sağlığı Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,34,İstanbul,Sultanbeyli̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Arnavutköy Devlet Hastanesi,Devlet Hastanesi,34,İstanbul,Fati̇h,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Beşiktaş Sait Çiftçi Devlet Hastanesi,Devlet Hastanesi,34,İstanbul,Beşi̇ktaş,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Pendik Ağız ve Diş Sağlığı Hastanesi,Ağız ve Diş Sağlığı Merkezi,34,İstanbul,Pendi̇k,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Sultangazi Ağız ve Diş Sağlığı Hastanesi,Ağız ve Diş Sağlığı Merkezi,34,İstanbul,Sultangazi̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Büyükçekmece Mimar Sinan Devlet Hastanesi,Devlet Hastanesi,34,İstanbul,Büyükçekmece,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Maltepe Devlet Hastanesi,Devlet Hastanesi,34,İstanbul,Maltepe,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Marmara Ceza İnfaz Kurumu Devlet Hastanesi,Devlet Hastanesi,34,İstanbul,Si̇li̇vri̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Esenler Kadın Doğum ve Çocuk Hastalıkları Hastanesi,Devlet Hastanesi,34,İstanbul,Esenler,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bahçelievler Devlet Hastanesi,Devlet Hastanesi,34,İstanbul,Bahçeli̇evler,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Avcılar Murat Kölük Devlet Hastanesi,Devlet Hastanesi,34,İstanbul,Avcilar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bağcılar Ağız ve Diş Sağlığı Hastanesi,Ağız ve Diş Sağlığı Merkezi,34,İstanbul,Bağcilar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Küçükçekmece Ağız ve Diş Sağlığı Hastanesi,Ağız ve Diş Sağlığı Merkezi,34,İstanbul,Küçükçekmece,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çiğli Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,35,İzmi̇r,Çi̇ğli̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Buca Seyfi Demirsoy Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,35,İzmi̇r,Buca,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İzmir Atatürk Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,35,İzmi̇r,Konak,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İzmir Dr. Suat Seren Göğüs Hastalıkları ve Cerrahisi Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,35,İzmi̇r,Konak,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İzmir Dr. Behçet Uz Çocuk Hastalıkları ve Cerrahisi Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,35,İzmi̇r,Konak,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İzmir Bozyaka Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,35,İzmi̇r,Karabağlar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İzmir Tepecik Eğitim ve Araştırma Hastanesi,Eğitim ve Araştırma Hastanesi,35,İzmi̇r,Konak,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Torbalı Devlet Hastanesi,Devlet Hastanesi,35,İzmi̇r,Torbali,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Urla Devlet Hastanesi,Devlet Hastanesi,35,İzmi̇r,Urla,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Tire Devlet Hastanesi,Devlet Hastanesi,35,İzmi̇r,Ti̇re,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Ödemiş Devlet Hastanesi,Devlet Hastanesi,35,İzmi̇r,Ödemi̇ş,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kiraz Devlet Hastanesi,Devlet Hastanesi,35,İzmi̇r,Ki̇raz,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Menemen Devlet Hastanesi,Devlet Hastanesi,35,İzmi̇r,Menemen,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Foça Devlet Hastanesi,Devlet Hastanesi,35,İzmi̇r,Foça,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bergama Necla Mithat Öztüre Devlet Hastanesi,Devlet Hastanesi,35,İzmi̇r,Bergama,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bayındır Devlet Hastanesi,Devlet Hastanesi,35,İzmi̇r,Bayindir,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İzmir Eğitim Diş Hastanesi,Ağız ve Diş Sağlığı Merkezi,35,İzmi̇r,Konak,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı İzmir Alsancak Nevvar Salih İşgören Devlet Hastanesi,Devlet Hastanesi,35,İzmi̇r,Konak,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Selçuk Devlet Hastanesi,Devlet Hastanesi,35,İzmi̇r,Selçuk,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Çeşme Alper Çizgenakat Devlet Hastanesi,Devlet Hastanesi,35,İzmi̇r,Çeşme,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Seferihisar Nejat Hepkon Devlet Hastanesi,Devlet Hastanesi,35,İzmi̇r,Seferi̇hi̇sar,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Aliağa Devlet Hastanesi,Devlet Hastanesi,35,İzmi̇r,Ali̇ağa,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kemalpaşa Devlet Hastanesi,Devlet Hastanesi,35,İzmi̇r,Kemalpaşa,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Dikili Devlet Hastanesi,Devlet Hastanesi,35,İzmi̇r,Di̇ki̇li̇,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Bornova Türkan Özilhan Devlet Hastanesi,Devlet Hastanesi,35,İzmi̇r,Bornova,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kınık Devlet Hastanesi,Devlet Hastanesi,35,İzmi̇r,Kinik,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Menderes Devlet Hastanesi,Devlet Hastanesi,35,İzmi̇r,Menderes,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Gaziemir Nevvar Salih İşgören Devlet Hastanesi,Devlet Hastanesi,35,İzmi̇r,Gazi̇emi̇r,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Aliağa Ceza İnfaz Kurumları Kampüs Devlet Hastanesi,Devlet Hastanesi,35,İzmi̇r,Ali̇ağa,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Beydağ İlçe Devlet Hastanesi,Devlet Hastanesi,35,İzmi̇r,Beydağ,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Karaburun İlçe Devlet Hastanesi,Devlet Hastanesi,35,İzmi̇r,Karaburun,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Göksun Devlet Hastanesi,Devlet Hastanesi,46,Kahramanmaraş,Göksun,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Pazarcık Devlet Hastanesi,Devlet Hastanesi,46,Kahramanmaraş,Pazarcik,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Andırın Devlet Hastanesi,Devlet Hastanesi,46,Kahramanmaraş,Andirin,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Elbistan Devlet Hastanesi,Devlet Hastanesi,46,Kahramanmaraş,Elbi̇stan,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Afşin Devlet Hastanesi,Devlet Hastanesi,46,Kahramanmaraş,Afşi̇n,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Türkoğlu Dr. Kemal Beyazıt Devlet Hastanesi,Devlet Hastanesi,46,Kahramanmaraş,Türkoğlu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
,T.C. Sağlık Bakanlığı Kahramanmaraş Ağız ve Diş Sağlığı Hastanesi,Ağız ve Diş Sağlığı Merkezi,46,Kahramanmaraş,Dulkadi̇roğlu,,,,,,Sağlık Bakanlığı Resmi Excel Listesi,2025-07-11
